in__blobs_00.pdf_id,out__sentiment01.score,out__sentiment01.label,out__sentiment01.pdf_id
35403,0.15,POSITIVE,35403
35404,0.056547619,POSITIVE,35404
35405,0.171807359,POSITIVE,35405
35406,0.028030303,POSITIVE,35406
35407,0.4,POSITIVE,35407
35408,0.25,POSITIVE,35408
35409,0.015151515,POSITIVE,35409
35410,0.094705882,POSITIVE,35410
35411,0.0225,POSITIVE,35411
35412,0.0625,POSITIVE,35412
35413,0.211666667,POSITIVE,35413
35414,0.026623377,POSITIVE,35414
35415,0.333333333,POSITIVE,35415
35416,0.1,POSITIVE,35416
35417,-0.01875,NEGATIVE,35417
35418,0.038333333,POSITIVE,35418
35419,0.156176471,POSITIVE,35419
35420,-0.020833333,NEGATIVE,35420
35421,0.09469697,POSITIVE,35421
35422,0.069791667,POSITIVE,35422
35423,0.065,POSITIVE,35423
35424,0.003928571,POSITIVE,35424
35425,0.2125,POSITIVE,35425
35426,-0.034848485,NEGATIVE,35426
35427,-0.155555556,NEGATIVE,35427
35428,0.00297619,POSITIVE,35428
35429,0.065909091,POSITIVE,35429
35430,0.085795455,POSITIVE,35430
35431,0.005,POSITIVE,35431
35432,0.005667789,POSITIVE,35432
35433,0.109179894,POSITIVE,35433
35434,0,NEUTRAL,35434
35435,0.100965909,POSITIVE,35435
35436,0.175833333,POSITIVE,35436
35437,0.5,POSITIVE,35437
35438,0.139285714,POSITIVE,35438
35439,0.071180556,POSITIVE,35439
35440,0.15,POSITIVE,35440
35441,0.09375,POSITIVE,35441
35442,0.055808081,POSITIVE,35442
35443,0.112121212,POSITIVE,35443
35444,0.004625,POSITIVE,35444
35445,0.120535714,POSITIVE,35445
35446,0.105757576,POSITIVE,35446
35447,0.057291667,POSITIVE,35447
35448,0.098787879,POSITIVE,35448
35449,0.19,POSITIVE,35449
35450,0.25,POSITIVE,35450
35451,-0.065,NEGATIVE,35451
35452,0.033756614,POSITIVE,35452
35453,0.08030303,POSITIVE,35453
35454,0.003181818,POSITIVE,35454
35455,0.041220238,POSITIVE,35455
35456,0.026776557,POSITIVE,35456
35457,-0.038961039,NEGATIVE,35457
35458,0,NEUTRAL,35458
35459,-0.01,NEGATIVE,35459
35460,0.303571429,POSITIVE,35460
35461,0.195833333,POSITIVE,35461
35462,0.158441558,POSITIVE,35462
35463,0.245769231,POSITIVE,35463
35464,-0.066666667,NEGATIVE,35464
35465,0.060227273,POSITIVE,35465
35466,0.1,POSITIVE,35466
35467,0.071428571,POSITIVE,35467
35468,0.042130326,POSITIVE,35468
35469,0.044345238,POSITIVE,35469
35470,0.070589827,POSITIVE,35470
35471,0.083441558,POSITIVE,35471
35472,0.186428571,POSITIVE,35472
35473,0.042857143,POSITIVE,35473
35474,0.031018519,POSITIVE,35474
35475,0.091666667,POSITIVE,35475
35476,0.017857143,POSITIVE,35476
35477,-0.133333333,NEGATIVE,35477
35478,-0.010714286,NEGATIVE,35478
35479,0.042857143,POSITIVE,35479
35480,0.148579932,POSITIVE,35480
35481,0.192613636,POSITIVE,35481
35482,0.156208791,POSITIVE,35482
35483,0.046,POSITIVE,35483
35484,0.053571429,POSITIVE,35484
35485,0.025555556,POSITIVE,35485
35486,0.05,POSITIVE,35486
35487,0.079591837,POSITIVE,35487
35488,0.07125,POSITIVE,35488
35489,0.021428571,POSITIVE,35489
35490,0.246904762,POSITIVE,35490
35491,0.158928571,POSITIVE,35491
35492,0,NEUTRAL,35492
35493,0,NEUTRAL,35493
35494,0.069444444,POSITIVE,35494
35495,0.069642857,POSITIVE,35495
35496,0,NEUTRAL,35496
35497,-0.033333333,NEGATIVE,35497
35498,-0.2125,NEGATIVE,35498
35499,0.234848485,POSITIVE,35499
35500,-0.029640009,NEGATIVE,35500
35501,0.123571429,POSITIVE,35501
35502,0,NEUTRAL,35502
35503,0.230163265,POSITIVE,35503
35504,0.2925,POSITIVE,35504
35505,-0.118125,NEGATIVE,35505
35506,0.138888889,POSITIVE,35506
35507,-0.005785124,NEGATIVE,35507
35508,0.212962963,POSITIVE,35508
35509,0.086608333,POSITIVE,35509
35510,0.136363636,POSITIVE,35510
35511,0.056277056,POSITIVE,35511
35512,0.156666667,POSITIVE,35512
35513,0.11969697,POSITIVE,35513
35514,0.101658163,POSITIVE,35514
35515,-0.033333333,NEGATIVE,35515
35516,0.117811355,POSITIVE,35516
35517,0.108888889,POSITIVE,35517
35518,0.050757576,POSITIVE,35518
35519,0.126508785,POSITIVE,35519
35520,0.119642857,POSITIVE,35520
35521,0.172159091,POSITIVE,35521
35522,0.03125,POSITIVE,35522
35523,0.144166667,POSITIVE,35523
35524,0.138095238,POSITIVE,35524
35525,-0.131628788,NEGATIVE,35525
35526,-0.3,NEGATIVE,35526
35527,0.216666667,POSITIVE,35527
35528,-0.027383157,NEGATIVE,35528
35529,0.039047619,POSITIVE,35529
35530,0.179097093,POSITIVE,35530
35531,0.1,POSITIVE,35531
35532,0.033333333,POSITIVE,35532
35533,0.150852273,POSITIVE,35533
35534,0.184081633,POSITIVE,35534
35535,0.197222222,POSITIVE,35535
35536,-0.02,NEGATIVE,35536
35537,0.061,POSITIVE,35537
35538,-0.014880952,NEGATIVE,35538
35539,0.081175595,POSITIVE,35539
35540,0.0625,POSITIVE,35540
35541,0.063020833,POSITIVE,35541
35542,0.159982175,POSITIVE,35542
35543,0.161363636,POSITIVE,35543
35544,-0.010714286,NEGATIVE,35544
35545,0.097922078,POSITIVE,35545
35546,0.013194444,POSITIVE,35546
35547,0.192540793,POSITIVE,35547
35548,-0.022222222,NEGATIVE,35548
35549,0.022222222,POSITIVE,35549
35550,0.177083333,POSITIVE,35550
35551,0.0275,POSITIVE,35551
35552,0.13618254,POSITIVE,35552
35553,0.057608696,POSITIVE,35553
35554,0.004026611,POSITIVE,35554
35555,0.15037037,POSITIVE,35555
35556,0.095535714,POSITIVE,35556
35557,-0.03,NEGATIVE,35557
35558,0.00218254,POSITIVE,35558
35559,-0.083333333,NEGATIVE,35559
35560,0.175,POSITIVE,35560
35561,0.133333333,POSITIVE,35561
35562,-7.93E-18,NEGATIVE,35562
35563,-0.08,NEGATIVE,35563
35564,0.08287037,POSITIVE,35564
35565,0,NEUTRAL,35565
35566,-0.058333333,NEGATIVE,35566
35567,0.111111111,POSITIVE,35567
35568,0.135227273,POSITIVE,35568
35569,0.113053221,POSITIVE,35569
35570,0.6875,POSITIVE,35570
35571,0.079577922,POSITIVE,35571
35572,0.029761905,POSITIVE,35572
35573,-0.020349702,NEGATIVE,35573
35574,0.093333333,POSITIVE,35574
35575,-0.015151515,NEGATIVE,35575
35576,0.207142857,POSITIVE,35576
35577,0.259747475,POSITIVE,35577
35578,0.119607843,POSITIVE,35578
35579,-0.06275,NEGATIVE,35579
35580,0.266998806,POSITIVE,35580
35581,-0.039772727,NEGATIVE,35581
35582,0.231628788,POSITIVE,35582
35583,0.21875,POSITIVE,35583
35584,0,NEUTRAL,35584
35585,0.148707483,POSITIVE,35585
35586,0.227272727,POSITIVE,35586
35587,0.05,POSITIVE,35587
35588,0.206666667,POSITIVE,35588
35589,0,NEUTRAL,35589
35590,-0.003846154,NEGATIVE,35590
35591,-0.01,NEGATIVE,35591
35592,-0.095436508,NEGATIVE,35592
35593,0,NEUTRAL,35593
35594,0.085714286,POSITIVE,35594
35595,0.003787879,POSITIVE,35595
35596,0,NEUTRAL,35596
35597,-0.075,NEGATIVE,35597
35598,0.124675325,POSITIVE,35598
35599,0.076587302,POSITIVE,35599
35600,0.093598846,POSITIVE,35600
35601,0.256060606,POSITIVE,35601
35602,-0.016041667,NEGATIVE,35602
35603,0.107359307,POSITIVE,35603
35604,-0.1,NEGATIVE,35604
35605,-0.019509804,NEGATIVE,35605
35606,0.161594203,POSITIVE,35606
35607,0.127827381,POSITIVE,35607
35608,0.00952381,POSITIVE,35608
35609,-0.041666667,NEGATIVE,35609
35610,0.208068783,POSITIVE,35610
35611,-0.008552632,NEGATIVE,35611
35612,0.271428571,POSITIVE,35612
35613,0.141666667,POSITIVE,35613
35614,0.06875,POSITIVE,35614
35615,-0.003059441,NEGATIVE,35615
35616,0.054591837,POSITIVE,35616
35617,0,NEUTRAL,35617
35618,0.075357143,POSITIVE,35618
35619,0.34,POSITIVE,35619
35620,-0.116666667,NEGATIVE,35620
35621,0.072222222,POSITIVE,35621
35622,0.07452381,POSITIVE,35622
35623,0.074747475,POSITIVE,35623
35624,-0.016666667,NEGATIVE,35624
35625,0.175,POSITIVE,35625
35626,0.102777778,POSITIVE,35626
35627,-0.090674603,NEGATIVE,35627
35628,0.016666667,POSITIVE,35628
35629,0.016458333,POSITIVE,35629
35630,-0.0625,NEGATIVE,35630
35631,0.083333333,POSITIVE,35631
35632,0.05904321,POSITIVE,35632
35633,-0.039393939,NEGATIVE,35633
35634,0.135986667,POSITIVE,35634
35635,0.221487603,POSITIVE,35635
35636,0.2,POSITIVE,35636
35637,0.013888889,POSITIVE,35637
35638,0.036507937,POSITIVE,35638
35639,0.045454545,POSITIVE,35639
35640,0.022997835,POSITIVE,35640
35641,0.052197802,POSITIVE,35641
35642,0.094100529,POSITIVE,35642
35643,0.154166667,POSITIVE,35643
35644,0.045833333,POSITIVE,35644
35645,0.056818182,POSITIVE,35645
35646,0.014123377,POSITIVE,35646
35647,0.161130952,POSITIVE,35647
35648,0.047272727,POSITIVE,35648
35649,-0.3125,NEGATIVE,35649
35650,0.025666667,POSITIVE,35650
35651,0.087088745,POSITIVE,35651
35652,0.1125,POSITIVE,35652
35653,-0.019166667,NEGATIVE,35653
35654,0.06968032,POSITIVE,35654
35655,0.164861111,POSITIVE,35655
35656,-0.016666667,NEGATIVE,35656
35657,0.17244898,POSITIVE,35657
35658,0.121354167,POSITIVE,35658
35659,0.106666667,POSITIVE,35659
35660,0.1203125,POSITIVE,35660
35661,-0.037310606,NEGATIVE,35661
35662,0.161111111,POSITIVE,35662
35663,-0.151923077,NEGATIVE,35663
35664,0.11991342,POSITIVE,35664
35665,0.1375,POSITIVE,35665
35666,0.18802521,POSITIVE,35666
35667,0.161833333,POSITIVE,35667
35668,0.029202742,POSITIVE,35668
35669,0.123928571,POSITIVE,35669
35670,-0.072222222,NEGATIVE,35670
35671,0,NEUTRAL,35671
35672,0.1,POSITIVE,35672
35673,0.114545455,POSITIVE,35673
35674,0.012059369,POSITIVE,35674
35675,-0.092708333,NEGATIVE,35675
35676,-0.045833333,NEGATIVE,35676
35677,-0.083333333,NEGATIVE,35677
35678,-0.033333333,NEGATIVE,35678
35679,0.146875,POSITIVE,35679
35680,0.25,POSITIVE,35680
35681,0.101428571,POSITIVE,35681
35682,0.193603896,POSITIVE,35682
35683,0,NEUTRAL,35683
35684,0.072759104,POSITIVE,35684
35685,-0.125,NEGATIVE,35685
35686,-0.075,NEGATIVE,35686
35687,0.090625,POSITIVE,35687
35688,-0.04375,NEGATIVE,35688
35689,0.013888889,POSITIVE,35689
35690,0.175757576,POSITIVE,35690
35691,-0.0375,NEGATIVE,35691
35692,0.082397504,POSITIVE,35692
35693,0.074473684,POSITIVE,35693
35694,0.133712121,POSITIVE,35694
35695,0.039880952,POSITIVE,35695
35696,-0.000166667,NEGATIVE,35696
35697,-0.03249179,NEGATIVE,35697
35698,0.11547619,POSITIVE,35698
35699,0.239285714,POSITIVE,35699
35700,0,NEUTRAL,35700
35701,-0.039151786,NEGATIVE,35701
35702,0,NEUTRAL,35702
35703,0.180952381,POSITIVE,35703
35704,0.005357143,POSITIVE,35704
35705,0.062373737,POSITIVE,35705
35706,0.045773525,POSITIVE,35706
35707,0.053714286,POSITIVE,35707
35708,0.00542328,POSITIVE,35708
35709,0.061111111,POSITIVE,35709
35710,0.222142857,POSITIVE,35710
35711,0.05719697,POSITIVE,35711
35712,-0.034166667,NEGATIVE,35712
35713,0.042424242,POSITIVE,35713
35714,0.160606061,POSITIVE,35714
35715,0.085714286,POSITIVE,35715
35716,0.097772367,POSITIVE,35716
35717,0.027546296,POSITIVE,35717
35718,0.157142857,POSITIVE,35718
35719,0.019318182,POSITIVE,35719
35720,0.051746032,POSITIVE,35720
35721,-0.01377551,NEGATIVE,35721
35722,0.26984127,POSITIVE,35722
35723,0.085816498,POSITIVE,35723
35724,0.251796537,POSITIVE,35724
35725,0.263227513,POSITIVE,35725
35726,0,NEUTRAL,35726
35727,-0.010496032,NEGATIVE,35727
35728,0.084375,POSITIVE,35728
35729,0.15952381,POSITIVE,35729
35730,0.024833333,POSITIVE,35730
35731,0.151190476,POSITIVE,35731
35732,0.075595238,POSITIVE,35732
35733,-0.035714286,NEGATIVE,35733
35734,-0.053157895,NEGATIVE,35734
35735,0.035,POSITIVE,35735
35736,0.118518519,POSITIVE,35736
35737,0.15047619,POSITIVE,35737
35738,-0.057900433,NEGATIVE,35738
35739,0.115145503,POSITIVE,35739
35740,0.053333333,POSITIVE,35740
35741,0.163095238,POSITIVE,35741
35742,0.116666667,POSITIVE,35742
35743,0.100925926,POSITIVE,35743
35744,0.254545455,POSITIVE,35744
35745,0.036111111,POSITIVE,35745
35746,0.211111111,POSITIVE,35746
35747,0.25,POSITIVE,35747
35748,0.027272727,POSITIVE,35748
35749,0.136363636,POSITIVE,35749
35750,0.073958333,POSITIVE,35750
35751,0.016145833,POSITIVE,35751
35752,0.113981481,POSITIVE,35752
35753,0.190201465,POSITIVE,35753
35754,0.125,POSITIVE,35754
35755,0.23125,POSITIVE,35755
35756,0.086111111,POSITIVE,35756
35757,0.108357438,POSITIVE,35757
35758,0.091666667,POSITIVE,35758
35759,0.125,POSITIVE,35759
35760,0.13059596,POSITIVE,35760
35761,0.08110119,POSITIVE,35761
35762,0.471428571,POSITIVE,35762
35763,0.19,POSITIVE,35763
35764,0.147727273,POSITIVE,35764
35765,0.05540293,POSITIVE,35765
35766,0.098484848,POSITIVE,35766
35767,0.175757576,POSITIVE,35767
35768,-0.123376623,NEGATIVE,35768
35769,0.097222222,POSITIVE,35769
35770,-0.026470588,NEGATIVE,35770
35771,0.010876623,POSITIVE,35771
35772,0.124,POSITIVE,35772
35773,0.007509158,POSITIVE,35773
35774,0.066666667,POSITIVE,35774
35775,-0.003125,NEGATIVE,35775
35776,0.011111111,POSITIVE,35776
35777,0.128787879,POSITIVE,35777
35778,0.107916667,POSITIVE,35778
35779,0.170238095,POSITIVE,35779
35780,0.083888889,POSITIVE,35780
35781,0.069285714,POSITIVE,35781
35782,-0.023192149,NEGATIVE,35782
35783,-0.013419913,NEGATIVE,35783
35784,0.00952381,POSITIVE,35784
35785,-0.087222222,NEGATIVE,35785
35786,0.013374126,POSITIVE,35786
35787,0,NEUTRAL,35787
35788,0.226343537,POSITIVE,35788
35789,0.191666667,POSITIVE,35789
35790,0.061813131,POSITIVE,35790
35791,-0.111111111,NEGATIVE,35791
35792,0.175641026,POSITIVE,35792
35793,-0.061616162,NEGATIVE,35793
35794,0.162184874,POSITIVE,35794
35795,0.167,POSITIVE,35795
35796,0.108928571,POSITIVE,35796
35797,0.028571429,POSITIVE,35797
35798,0.178571429,POSITIVE,35798
35799,0.388888889,POSITIVE,35799
35800,0.2,POSITIVE,35800
35801,0.04912465,POSITIVE,35801
35802,0.045833333,POSITIVE,35802
35803,0.048760331,POSITIVE,35803
35804,-0.008552632,NEGATIVE,35804
35805,0.014027778,POSITIVE,35805
35806,0.083333333,POSITIVE,35806
35807,0.036111111,POSITIVE,35807
35808,0.076493056,POSITIVE,35808
35809,-0.041666667,NEGATIVE,35809
35810,-0.005,NEGATIVE,35810
35811,0.242857143,POSITIVE,35811
35812,0.087142857,POSITIVE,35812
35813,0.02,POSITIVE,35813
35814,0.192053872,POSITIVE,35814
35815,0.05,POSITIVE,35815
35816,0.018027211,POSITIVE,35816
35817,0.09025974,POSITIVE,35817
35818,0.030397727,POSITIVE,35818
35819,0.108928571,POSITIVE,35819
35820,0.108333333,POSITIVE,35820
35821,0.002239229,POSITIVE,35821
35822,0.044214876,POSITIVE,35822
35823,0.127272727,POSITIVE,35823
35824,0.3,POSITIVE,35824
35825,0.366666667,POSITIVE,35825
35826,0.079365079,POSITIVE,35826
35827,0.142476852,POSITIVE,35827
35828,0.235,POSITIVE,35828
35829,0.125924833,POSITIVE,35829
35830,-0.089311594,NEGATIVE,35830
35831,0.168518519,POSITIVE,35831
35832,0.153205128,POSITIVE,35832
35833,0.093787879,POSITIVE,35833
35834,0.097530864,POSITIVE,35834
35835,-0.013333333,NEGATIVE,35835
35836,0.108673469,POSITIVE,35836
35837,0.036190476,POSITIVE,35837
35838,0.139858907,POSITIVE,35838
35839,0.2,POSITIVE,35839
35840,0.1625,POSITIVE,35840
35841,0.20625,POSITIVE,35841
35842,-0.066666667,NEGATIVE,35842
35843,0.246031746,POSITIVE,35843
35844,0,NEUTRAL,35844
35845,0,NEUTRAL,35845
35846,0.3,POSITIVE,35846
35847,0,NEUTRAL,35847
35848,0.144705387,POSITIVE,35848
35849,0.095833333,POSITIVE,35849
35850,0,NEUTRAL,35850
35851,-0.005092593,NEGATIVE,35851
35852,0.129166667,POSITIVE,35852
35853,0.132619048,POSITIVE,35853
35854,0.176190476,POSITIVE,35854
35855,0.098412698,POSITIVE,35855
35856,0.181470588,POSITIVE,35856
35857,0.033379716,POSITIVE,35857
35858,0.299393939,POSITIVE,35858
35859,0.161666667,POSITIVE,35859
35860,-0.10952381,NEGATIVE,35860
35861,0.0625,POSITIVE,35861
35862,0.113920455,POSITIVE,35862
35863,0,NEUTRAL,35863
35864,0.039285714,POSITIVE,35864
35865,0.113043831,POSITIVE,35865
35866,0.040909091,POSITIVE,35866
35867,-0.027705628,NEGATIVE,35867
35868,0.145071011,POSITIVE,35868
35869,0.1140625,POSITIVE,35869
35870,0.170320513,POSITIVE,35870
35871,0.148717949,POSITIVE,35871
35872,0.19900319,POSITIVE,35872
35873,0.0875,POSITIVE,35873
35874,0.136147186,POSITIVE,35874
35875,0.05,POSITIVE,35875
35876,0.0875,POSITIVE,35876
35877,0.135714286,POSITIVE,35877
35878,0.028571429,POSITIVE,35878
35879,0.040666667,POSITIVE,35879
35880,0.1375,POSITIVE,35880
35881,0.147619048,POSITIVE,35881
35882,0.065151515,POSITIVE,35882
35883,0.097395833,POSITIVE,35883
35884,0,NEUTRAL,35884
35885,-0.222186147,NEGATIVE,35885
35886,0.096296296,POSITIVE,35886
35887,0.054880952,POSITIVE,35887
35888,-0.013888889,NEGATIVE,35888
35889,0.051,POSITIVE,35889
35890,0.095357143,POSITIVE,35890
35891,-0.020408163,NEGATIVE,35891
35892,0.207742258,POSITIVE,35892
35893,0.196428571,POSITIVE,35893
35894,-0.1,NEGATIVE,35894
35895,0,NEUTRAL,35895
35896,0.124166667,POSITIVE,35896
35897,0.135,POSITIVE,35897
35898,0,NEUTRAL,35898
35899,0.073879552,POSITIVE,35899
35900,0.161439394,POSITIVE,35900
35901,0.117248677,POSITIVE,35901
35902,0.194444444,POSITIVE,35902
35903,0.028571429,POSITIVE,35903
35904,-0.018452381,NEGATIVE,35904
35905,0.011574074,POSITIVE,35905
35906,-0.051136364,NEGATIVE,35906
35907,-0.023958333,NEGATIVE,35907
35908,-0.0625,NEGATIVE,35908
35909,0.141666667,POSITIVE,35909
35910,0,NEUTRAL,35910
35911,0.161111111,POSITIVE,35911
35912,0,NEUTRAL,35912
35913,0.002164502,POSITIVE,35913
35914,0.130240448,POSITIVE,35914
35915,0.165219156,POSITIVE,35915
35916,0.107539683,POSITIVE,35916
35917,0,NEUTRAL,35917
35918,0.233333333,POSITIVE,35918
35919,0.094117647,POSITIVE,35919
35920,0.2,POSITIVE,35920
35921,-0.03207672,NEGATIVE,35921
35922,-0.008854167,NEGATIVE,35922
35923,0.070156926,POSITIVE,35923
35924,0.136363636,POSITIVE,35924
35925,0.283333333,POSITIVE,35925
35926,-0.085714286,NEGATIVE,35926
35927,0.159339827,POSITIVE,35927
35928,-0.025,NEGATIVE,35928
35929,-0.116808712,NEGATIVE,35929
35930,0.195684524,POSITIVE,35930
35931,0.055,POSITIVE,35931
35932,-0.8,NEGATIVE,35932
35933,0.2796875,POSITIVE,35933
35934,0.079958333,POSITIVE,35934
35935,0.147916667,POSITIVE,35935
35936,0,NEUTRAL,35936
35937,-0.05,NEGATIVE,35937
35938,0.126220238,POSITIVE,35938
35939,0.028520408,POSITIVE,35939
35940,0.105194805,POSITIVE,35940
35941,0.09047619,POSITIVE,35941
35942,0.141666667,POSITIVE,35942
35943,-0.044387626,NEGATIVE,35943
35944,0.104545455,POSITIVE,35944
35945,0.404945055,POSITIVE,35945
35946,0.4125,POSITIVE,35946
35947,0.175,POSITIVE,35947
35948,0.04,POSITIVE,35948
35949,0.186458333,POSITIVE,35949
35950,0.05,POSITIVE,35950
35951,0.004761905,POSITIVE,35951
35952,0.150793651,POSITIVE,35952
35953,0.2,POSITIVE,35953
35954,-0.025,NEGATIVE,35954
35955,0.18872549,POSITIVE,35955
35956,0.097272727,POSITIVE,35956
35957,0.266666667,POSITIVE,35957
35958,0.085,POSITIVE,35958
35959,0.201948052,POSITIVE,35959
35960,-0.025,NEGATIVE,35960
35961,0,NEUTRAL,35961
35962,0.066969697,POSITIVE,35962
35963,0.007431457,POSITIVE,35963
35964,0.07887013,POSITIVE,35964
35965,0.171875,POSITIVE,35965
35966,0.033214286,POSITIVE,35966
35967,0.15,POSITIVE,35967
35968,0.126388889,POSITIVE,35968
35969,0.066284696,POSITIVE,35969
35970,0.117960663,POSITIVE,35970
35971,0.013888889,POSITIVE,35971
35972,0.25218254,POSITIVE,35972
35973,0.152380952,POSITIVE,35973
35974,0.147878788,POSITIVE,35974
35975,0,NEUTRAL,35975
35976,0.028424036,POSITIVE,35976
35977,0.08,POSITIVE,35977
35978,0.045833333,POSITIVE,35978
35979,0.017633929,POSITIVE,35979
35980,-0.032936508,NEGATIVE,35980
35981,0.223947368,POSITIVE,35981
35982,-0.034573003,NEGATIVE,35982
35983,-0.077083333,NEGATIVE,35983
35984,0.008477633,POSITIVE,35984
35985,0.053571429,POSITIVE,35985
35986,0.005555556,POSITIVE,35986
35987,0.009494949,POSITIVE,35987
35988,0.202579365,POSITIVE,35988
35989,0.104971591,POSITIVE,35989
35990,0,NEUTRAL,35990
35991,-0.094638695,NEGATIVE,35991
35992,0.092354669,POSITIVE,35992
35993,0.003571429,POSITIVE,35993
35994,0.063333333,POSITIVE,35994
35995,0.223469388,POSITIVE,35995
35996,-0.055555556,NEGATIVE,35996
35997,0.237755102,POSITIVE,35997
35998,0.014055973,POSITIVE,35998
35999,0.127891156,POSITIVE,35999
36000,-0.018541667,NEGATIVE,36000
36001,0.251282051,POSITIVE,36001
36002,0.073333333,POSITIVE,36002
36003,-0.145238095,NEGATIVE,36003
36004,0.105030303,POSITIVE,36004
36005,0.140729167,POSITIVE,36005
36006,0.089285714,POSITIVE,36006
36007,0.04,POSITIVE,36007
36008,0.032965368,POSITIVE,36008
36009,0.074074074,POSITIVE,36009
36010,0.16223545,POSITIVE,36010
36011,0,NEUTRAL,36011
36012,0.14047619,POSITIVE,36012
36013,0.022296627,POSITIVE,36013
36014,-0.131818182,NEGATIVE,36014
36015,-0.082758621,NEGATIVE,36015
36016,-0.053571429,NEGATIVE,36016
36017,-0.004057018,NEGATIVE,36017
36018,0.190280709,POSITIVE,36018
36019,0.196825397,POSITIVE,36019
36020,0.033333333,POSITIVE,36020
36021,0.089444444,POSITIVE,36021
36022,0.075,POSITIVE,36022
36023,0.086645963,POSITIVE,36023
36024,0.221180556,POSITIVE,36024
36025,-0.120408163,NEGATIVE,36025
36026,0.02,POSITIVE,36026
36027,0.23287037,POSITIVE,36027
36028,0.225714286,POSITIVE,36028
36029,0.193181818,POSITIVE,36029
36030,-0.033333333,NEGATIVE,36030
36031,0.076833333,POSITIVE,36031
36032,0.06547619,POSITIVE,36032
36033,0.0125,POSITIVE,36033
36034,0.018181818,POSITIVE,36034
36035,0.094444444,POSITIVE,36035
36036,0.156666667,POSITIVE,36036
36037,0.038579674,POSITIVE,36037
36038,0.033333333,POSITIVE,36038
36039,0.075759637,POSITIVE,36039
36040,-0.03,NEGATIVE,36040
36041,-0.091666667,NEGATIVE,36041
36042,-0.061160714,NEGATIVE,36042
36043,0.003571429,POSITIVE,36043
36044,0.054511278,POSITIVE,36044
36045,0.123333333,POSITIVE,36045
36046,0.093909774,POSITIVE,36046
36047,0.121825397,POSITIVE,36047
36048,0.129761905,POSITIVE,36048
36049,0.088636364,POSITIVE,36049
36050,0,NEUTRAL,36050
36051,0.064427438,POSITIVE,36051
36052,0.153928571,POSITIVE,36052
36053,0.070549784,POSITIVE,36053
36054,0.041666667,POSITIVE,36054
36055,0.166666667,POSITIVE,36055
36056,0.000694444,POSITIVE,36056
36057,0.122278912,POSITIVE,36057
36058,-0.101623377,NEGATIVE,36058
36059,0.048888889,POSITIVE,36059
36060,0.102435065,POSITIVE,36060
36061,0.168073593,POSITIVE,36061
36062,0.041666667,POSITIVE,36062
36063,-0.028125,NEGATIVE,36063
36064,0.069480519,POSITIVE,36064
36065,0.103416667,POSITIVE,36065
36066,0.04,POSITIVE,36066
36067,0.025,POSITIVE,36067
36068,0.0175,POSITIVE,36068
36069,0.189004329,POSITIVE,36069
36070,0.093333333,POSITIVE,36070
36071,0.136969697,POSITIVE,36071
36072,-0.013095238,NEGATIVE,36072
36073,0.1875,POSITIVE,36073
36074,0.0125,POSITIVE,36074
36075,-0.011666667,NEGATIVE,36075
36076,-0.05255102,NEGATIVE,36076
36077,0.12472132,POSITIVE,36077
36078,-0.075,NEGATIVE,36078
36079,-0.060714286,NEGATIVE,36079
36080,-0.06875,NEGATIVE,36080
36081,0.209090909,POSITIVE,36081
36082,0.166145833,POSITIVE,36082
36083,0,NEUTRAL,36083
36084,0.06228355,POSITIVE,36084
36085,0.046969697,POSITIVE,36085
36086,0.120972222,POSITIVE,36086
36087,0.0625,POSITIVE,36087
36088,-0.001666667,NEGATIVE,36088
36089,0.084920635,POSITIVE,36089
36090,0.15,POSITIVE,36090
36091,-0.065909091,NEGATIVE,36091
36092,0.012167594,POSITIVE,36092
36093,0,NEUTRAL,36093
36094,-0.041233766,NEGATIVE,36094
36095,0.283333333,POSITIVE,36095
36096,0.083636364,POSITIVE,36096
36097,0.206547619,POSITIVE,36097
36098,0.1753367,POSITIVE,36098
36099,-0.044285714,NEGATIVE,36099
36100,0.219047619,POSITIVE,36100
36101,0.05668254,POSITIVE,36101
36102,0.109098485,POSITIVE,36102
36103,0.243333333,POSITIVE,36103
36104,-0.041071429,NEGATIVE,36104
36105,0.017003367,POSITIVE,36105
36106,0.14,POSITIVE,36106
36107,0.053571429,POSITIVE,36107
36108,0.08375,POSITIVE,36108
36109,0.032391304,POSITIVE,36109
36110,0.077933673,POSITIVE,36110
36111,0.07721629,POSITIVE,36111
36112,0.013888889,POSITIVE,36112
36113,0.055555556,POSITIVE,36113
36114,0.055128205,POSITIVE,36114
36115,0.0625,POSITIVE,36115
36116,0.251666667,POSITIVE,36116
36117,-0.033333333,NEGATIVE,36117
36118,0.131628788,POSITIVE,36118
36119,0.321428571,POSITIVE,36119
36120,0.158974359,POSITIVE,36120
36121,0.0375,POSITIVE,36121
36122,0.143426501,POSITIVE,36122
36123,0.010507246,POSITIVE,36123
36124,0.148611111,POSITIVE,36124
36125,0.0625,POSITIVE,36125
36126,0.081666667,POSITIVE,36126
36127,0.183333333,POSITIVE,36127
36128,0.101507937,POSITIVE,36128
36129,0.014285714,POSITIVE,36129
36130,0.072727273,POSITIVE,36130
36131,-0.0625,NEGATIVE,36131
36132,0.018787879,POSITIVE,36132
36133,0.195833333,POSITIVE,36133
36134,-0.066666667,NEGATIVE,36134
36135,-0.08,NEGATIVE,36135
36136,0.9,POSITIVE,36136
36137,-0.075,NEGATIVE,36137
36138,-0.05,NEGATIVE,36138
